index_one,index_zero,p_id,hh_id,cbg_id
14336,14335,1,133,88
14338,14337,1,343,65
14340,14339,1,213,168
14363,14362,2,93,69
14378,14377,1,59,66
14379,14378,1,317,142
14392,14391,1,515,122
14393,14392,1,153,142
14394,14393,1,382,86
14395,14394,1,758,98
14406,14405,2,749,86
14407,14406,2,220,114
14409,14408,1,719,111
14421,14420,2,21,26
14429,14428,1,215,186
14430,14429,4,659,187
14431,14430,4,374,186
14435,14434,2,356,49
14454,14453,1,800,79
14460,14459,2,342,94
14472,14471,3,180,75
14478,14477,1,501,150
14484,14483,2,490,137
14487,14486,1,457,23
14491,14490,1,867,147
14494,14493,1,452,10
14495,14494,3,299,96
14502,14501,1,205,5
14506,14505,1,543,49
14508,14507,2,112,57
14509,14508,2,171,94
14520,14519,1,165,146
14524,14523,1,85,12
14526,14525,3,221,103
14528,14527,1,416,177
14535,14534,1,207,26
14537,14536,3,201,5
14538,14537,1,189,189
14540,14539,1,1522,177
14542,14541,2,317,116
14548,14547,2,219,60
14553,14552,1,889,157
14557,14556,5,810,195
14564,14563,1,81,125
14565,14564,2,403,133
14569,14568,1,546,154
14570,14569,1,371,19
14571,14570,3,371,50
14575,14574,1,1198,192
14582,14581,1,542,23
14585,14584,3,242,99
14587,14586,3,284,3
14590,14589,3,743,154
14591,14590,1,217,94
14592,14591,1,478,164
14594,14593,1,1025,157
14616,14615,1,1130,177
14618,14617,1,666,147
14619,14618,2,511,120
14621,14620,2,875,79
14622,14621,3,235,181
14624,14623,2,596,95
14625,14624,1,50,12
14631,14630,1,94,155
14634,14633,1,267,111
14648,14647,2,634,71
14667,14666,1,359,64
14669,14668,2,554,169
14675,14674,2,187,81
14683,14682,2,305,56
14691,14690,1,185,112
14694,14693,2,528,69
14702,14701,1,839,76
14703,14702,2,191,195
14719,14718,1,405,77
14720,14719,1,172,2
14728,14727,1,479,192
14730,14729,2,532,192
14732,14731,1,184,193
14737,14736,1,145,118
14740,14739,1,473,125
14744,14743,1,668,78
14749,14748,2,580,95
14753,14752,1,250,22
14755,14754,1,700,31
14758,14757,1,163,162
14771,14770,1,711,122
14774,14773,2,183,162
14776,14775,2,641,189
14779,14778,2,1126,31
14784,14783,2,685,69
14785,14784,1,189,18
14786,14785,1,421,78
14789,14788,1,353,108
14791,14790,1,187,112
14792,14791,1,130,129
14808,14807,1,150,158
14821,14820,1,366,164
14822,14821,1,563,191
14825,14824,2,146,195
14832,14831,2,379,72
14834,14833,1,893,23
14858,14857,1,319,124
14860,14859,2,213,92
14870,14869,2,794,154
14882,14881,1,694,23
14884,14883,1,70,112
14886,14885,2,447,55
14889,14888,1,348,175
14903,14902,4,19,48
14908,14907,1,354,80
14910,14909,1,89,4
14921,14920,1,318,79
14922,14921,1,163,122
14924,14923,1,154,195
14932,14931,2,183,122
14933,14932,2,210,27
14950,14949,2,255,189
14953,14952,2,223,57
14956,14955,2,230,31
14957,14956,1,45,192
14959,14958,3,364,56
14962,14961,2,267,42
14963,14962,2,167,125
14968,14967,2,402,41
14972,14971,1,505,56
14976,14975,2,387,79
14987,14986,4,139,161
14988,14987,1,16,194
14992,14991,2,311,126
14993,14992,1,292,164
14995,14994,1,514,137
14998,14997,1,149,74
15008,15007,1,606,7
15013,15012,2,338,80
15024,15023,1,43,134
15028,15027,2,462,164
15029,15028,1,353,167
15036,15035,1,156,31
15039,15038,1,54,67
15045,15044,2,606,159
15048,15047,1,138,91
15054,15053,1,14,161
15056,15055,1,788,126
15057,15056,3,617,161
15061,15060,1,455,168
15063,15062,2,556,171
15066,15065,2,216,165
15085,15084,1,89,93
15095,15094,1,419,126
15099,15098,1,296,180
15100,15099,2,656,132
15104,15103,2,194,60
15107,15106,1,49,44
15109,15108,1,211,69
15114,15113,1,910,165
15116,15115,1,249,28
15121,15120,1,93,104
15123,15122,2,290,131
15130,15129,2,280,140
15131,15130,1,541,145
15175,15174,1,1191,95
15178,15177,1,510,135
15179,15178,2,750,79
15182,15181,1,182,30
15185,15184,1,1589,192
15197,15196,1,31,171
15202,15201,2,178,10
15211,15210,1,7,40
15220,15219,1,698,192
15224,15223,1,1130,75
15225,15224,2,488,104
15232,15231,1,24,195
15242,15241,2,299,48
15246,15245,1,113,42
15253,15252,2,10,44
15256,15255,2,500,131
15257,15256,1,231,193
15261,15260,4,1484,75
15262,15261,3,345,26
15264,15263,2,270,138
15268,15267,1,169,149
15278,15277,1,90,181
15279,15278,2,379,10
15283,15282,5,169,187
15294,15293,1,316,32
15310,15309,3,176,126
15318,15317,2,205,91
15323,15322,1,205,29
15328,15327,2,56,189
15329,15328,1,317,169
15335,15334,1,475,194
15336,15335,1,330,72
15349,15348,1,28,55
15355,15354,1,290,80
15359,15358,1,1124,177
15364,15363,2,368,116
15367,15366,5,1804,177
15370,15369,1,440,7
15377,15376,4,291,23
15390,15389,3,134,88
15394,15393,1,558,80
15395,15394,1,94,88
15401,15400,2,365,151
15404,15403,2,149,28
15405,15404,2,72,44
15408,15407,1,782,23
15417,15416,1,133,59
15418,15417,1,70,94
15422,15421,1,445,136
15425,15424,2,677,76
15429,15428,2,196,157
15434,15433,2,690,185
15446,15445,1,351,126
15450,15449,1,210,132
15455,15454,1,1227,31
15456,15455,4,264,99
15457,15456,2,202,76
15459,15458,1,282,135
15466,15465,1,26,90
15468,15467,2,878,75
15482,15481,3,705,7
15483,15482,1,51,148
15487,15486,3,208,84
15493,15492,1,747,157
15498,15497,1,650,116
15499,15498,1,278,92
15500,15499,2,424,131
15509,15508,2,221,104
15513,15512,2,450,144
15520,15519,3,78,131
15523,15522,1,311,34
15533,15532,1,254,163
15535,15534,2,82,134
15540,15539,1,362,19
15542,15541,2,457,7
15545,15544,2,1112,75
15550,15549,1,7,76
15560,15559,4,713,11
15567,15566,2,846,132
15569,15568,2,219,132
15571,15570,1,124,183
15572,15571,1,431,189
15575,15574,1,244,179
15577,15576,2,368,46
15578,15577,1,244,7
15580,15579,1,435,135
15582,15581,1,1732,192
15584,15583,1,371,128
15593,15592,1,46,51
15597,15596,3,268,69
15599,15598,2,455,92
15602,15601,2,206,103
15605,15604,4,117,54
15611,15610,1,380,104
15616,15615,3,458,177
15627,15626,1,555,11
15637,15636,1,178,111
15639,15638,1,352,61
15643,15642,2,904,132
15649,15648,1,91,93
15656,15655,3,269,147
15665,15664,1,139,107
15666,15665,2,868,177
15667,15666,2,443,11
15670,15669,1,412,116
15675,15674,1,340,155
15681,15680,1,233,73
15693,15692,1,460,181
15696,15695,1,634,79
15710,15709,1,94,6
15718,15717,2,416,128
15720,15719,3,1362,177
15735,15734,3,339,98
15741,15740,1,68,141
15744,15743,1,596,107
15749,15748,1,607,11
15751,15750,1,326,87
15756,15755,2,591,55
15763,15762,2,324,92
15767,15766,1,389,46
15772,15771,2,427,11
15776,15775,1,272,175
15778,15777,2,272,165
15789,15788,2,109,129
15794,15793,2,135,127
15803,15802,6,1255,137
15804,15803,2,470,24
15808,15807,2,31,65
15811,15810,2,360,160
15824,15823,1,148,100
15825,15824,2,235,43
15830,15829,2,210,127
15835,15834,2,248,38
15836,15835,1,350,71
15837,15836,4,20,78
15838,15837,3,540,78
15848,15847,1,163,103
15851,15850,2,327,94
15853,15852,3,350,195
15854,15853,5,209,166
15858,15857,1,348,114
15860,15859,1,42,184
15864,15863,1,365,147
15866,15865,2,183,103
15869,15868,2,393,174
15871,15870,1,516,169
15881,15880,2,353,77
15885,15884,1,571,31
15889,15888,2,492,61
15890,15889,2,224,36
15891,15890,1,201,122
15892,15891,1,135,174
15895,15894,1,421,170
15907,15906,1,46,34
15913,15912,2,408,94
15920,15919,1,160,4
15922,15921,1,260,83
15923,15922,1,22,65
15931,15930,2,1342,192
15932,15931,3,457,126
15954,15953,1,235,87
15962,15961,3,198,103
15965,15964,2,372,66
15966,15965,2,191,83
15967,15966,3,221,136
15970,15969,2,310,134
15973,15972,2,579,27
15987,15986,2,625,159
15988,15987,3,11,122
15997,15996,1,858,16
16003,16002,1,770,147
16010,16009,1,267,104
16012,16011,1,15,132
16018,16017,2,552,168
16022,16021,2,1135,137
16029,16028,2,268,85
16031,16030,3,150,127
16036,16035,3,358,49
16040,16039,1,546,143
16041,16040,1,156,62
16044,16043,3,171,45
16056,16055,1,1110,192
16061,16060,1,707,7
16068,16067,1,395,98
16073,16072,1,196,140
16079,16078,2,86,55
16118,16117,1,264,42
16121,16120,2,193,168
16122,16121,1,533,145
16127,16126,1,247,113
16143,16142,1,614,165
16165,16164,2,261,100
16166,16165,1,145,134
16168,16167,1,604,135
16175,16174,4,193,177
16181,16180,3,336,112
16185,16184,1,534,3
16186,16185,1,1776,192
16187,16186,1,190,42
16188,16187,1,27,152
16216,16215,1,359,126
16223,16222,2,189,135
16238,16237,2,613,8
16239,16238,1,197,100
16243,16242,3,458,75
16250,16249,3,3,103
16253,16252,1,670,44
16259,16258,1,679,75
16264,16263,1,703,177
16266,16265,6,142,112
16269,16268,1,77,79
16277,16276,1,433,56
16283,16282,2,390,178
16285,16284,2,178,58
16300,16299,1,388,122
16302,16301,1,978,177
16303,16302,2,85,55
16304,16303,1,853,177
16309,16308,2,12,182
16314,16313,1,17,8
16319,16318,2,35,110
16329,16328,3,118,191
16340,16339,3,694,126
16344,16343,3,1467,75
16356,16355,1,651,94
16358,16357,1,365,25
16364,16363,1,592,69
16372,16371,1,5,153
16373,16372,17,0,111
16378,16377,1,231,41
16380,16379,3,437,195
16381,16380,2,657,23
16384,16383,1,56,49
16400,16399,2,487,121
16408,16407,3,288,13
16409,16408,1,252,20
16418,16417,2,446,177
16419,16418,1,814,194
16420,16419,3,327,41
16421,16420,1,240,89
16422,16421,1,336,136
16442,16441,2,50,55
16452,16451,1,190,69
16461,16460,1,82,16
16462,16461,2,28,111
16463,16462,3,424,177
16466,16465,4,1022,69
16475,16474,1,601,18
16485,16484,1,469,195
16490,16489,1,418,33
16492,16491,1,770,25
16498,16497,1,15,174
16502,16501,1,306,100
16508,16507,2,615,185
16514,16513,1,335,47
16523,16522,3,479,174
16524,16523,1,434,3
16562,16561,2,671,120
16564,16563,2,254,146
16568,16567,1,87,28
16591,16590,1,472,55
16593,16592,2,207,151
16599,16598,1,174,170
16602,16601,2,565,119
16604,16603,3,263,186
16607,16606,1,29,146
16610,16609,1,151,164
16611,16610,1,1210,177
16616,16615,1,838,79
16617,16616,1,44,53
16620,16619,2,573,174
16625,16624,1,696,17
16626,16625,2,208,119
16628,16627,1,249,108
16635,16634,1,181,39
16639,16638,1,481,126
16648,16647,2,376,54
16649,16648,2,152,110
16650,16649,1,433,47
16652,16651,2,513,112
16653,16652,1,141,90
16657,16656,1,158,138
16664,16663,1,45,24
16665,16664,2,79,14
16670,16669,1,339,184
16673,16672,4,238,78
16690,16689,1,15,160
16691,16690,1,503,5
16704,16703,1,459,46
16707,16706,2,156,59
16711,16710,2,268,86
16713,16712,1,733,187
16716,16715,1,52,37
16723,16722,1,864,161
16725,16724,1,281,164
16727,16726,1,333,68
16728,16727,3,558,75
16729,16728,3,210,165
16732,16731,1,57,113
16740,16739,2,602,99
16743,16742,2,632,161
16747,16746,2,81,100
16753,16752,1,175,19
16762,16761,168,0,182
16767,16766,1,506,22
16772,16771,1,668,127
16773,16772,2,25,150
16775,16774,2,298,91
16776,16775,2,204,159
16779,16778,1,298,29
16781,16780,1,249,3
16783,16782,2,39,60
16784,16783,2,701,73
16788,16787,3,118,180
16790,16789,1,477,7
16792,16791,1,296,181
16794,16793,1,138,89
16795,16794,1,26,118
16797,16796,2,440,84
16801,16800,1,55,46
16802,16801,1,147,154
16805,16804,2,821,69
16810,16809,1,329,61
16811,16810,1,421,127
16813,16812,2,222,194
16814,16813,1,314,66
16815,16814,1,161,133
16816,16815,1,186,122
16818,16817,2,1216,132
16819,16818,2,1702,177
16820,16819,1,630,168
16821,16820,2,558,195
16825,16824,1,330,69
16836,16835,1,84,176
16844,16843,4,741,111
16849,16848,4,517,34
16851,16850,1,45,129
16860,16859,1,181,50
16862,16861,1,220,193
16864,16863,1,170,48
16893,16892,1,124,96
16902,16901,1,373,34
16918,16917,1,209,148
16927,16926,2,202,95
16930,16929,1,434,15
16941,16940,2,430,133
16953,16952,31,0,111
16962,16961,1,386,25
16963,16962,3,17,44
16964,16963,1,274,126
16969,16968,2,12,184
16972,16971,2,422,164
16973,16972,1,76,44
16979,16978,1,740,189
16986,16985,1,362,65
16987,16986,2,198,104
16990,16989,2,480,130
16995,16994,1,465,43
16996,16995,1,390,112
16998,16997,2,181,152
17003,17002,1,422,63
17005,17004,2,88,61
17006,17005,5,341,106
17009,17008,1,236,84
17018,17017,3,311,145
17024,17023,1,784,16
17027,17026,1,132,111
17034,17033,1,1383,192
17036,17035,2,244,84
17037,17036,4,334,103
17040,17039,1,178,104
17041,17040,2,825,177
17054,17053,1,1459,177
17055,17054,3,551,152
17057,17056,2,89,100
17070,17069,2,205,89
17077,17076,1,146,190
17078,17077,1,139,194
17079,17078,1,27,35
17088,17087,1,789,194
17090,17089,1,121,119
17093,17092,2,88,137
17094,17093,1,655,75
17095,17094,1,404,150
17096,17095,2,399,7
17097,17096,2,48,11
17107,17106,3,752,137
17109,17108,3,343,1
17110,17109,1,169,140
17111,17110,1,379,104
17114,17113,2,276,150
17119,17118,2,79,54
17123,17122,1,138,178
17126,17125,1,122,78
17129,17128,1,353,135
17135,17134,2,42,188
17139,17138,2,909,10
17147,17146,4,59,112
17151,17150,1,1003,69
17157,17156,2,265,81
17159,17158,1,378,165
17163,17162,1,529,161
17164,17163,1,442,180
17167,17166,1,241,39
17169,17168,2,97,138
17173,17172,3,65,10
17178,17177,1,598,75
17183,17182,2,513,94
17192,17191,1,360,29
17193,17192,1,41,129
17199,17198,1,1084,137
17200,17199,1,467,128
17205,17204,1,544,152
17210,17209,2,436,144
17217,17216,1,1210,75
17218,17217,1,247,148
17250,17249,1,209,19
17253,17252,1,760,147
17256,17255,1,462,169
17262,17261,1,668,172
17267,17266,3,364,32
17274,17273,2,102,77
17277,17276,1,403,34
17281,17280,2,423,108
17289,17288,3,405,45
17294,17293,1,240,81
17300,17299,2,584,8
17304,17303,1,522,112
17305,17304,2,269,126
17313,17312,2,33,154
17317,17316,2,997,75
17323,17322,1,68,193
17324,17323,3,564,192
17332,17331,1,503,21
17334,17333,8,582,69
17335,17334,2,884,192
17338,17337,2,132,42
17363,17362,1,60,111
17369,17368,2,446,171
17371,17370,1,23,172
17383,17382,1,771,111
17384,17383,1,483,25
17386,17385,2,365,117
17391,17390,1,352,30
17397,17396,2,450,41
17411,17410,1,29,180
17417,17416,1,100,52
17435,17434,2,342,165
17445,17444,2,134,139
17451,17450,2,557,18
17458,17457,2,434,77
17466,17465,108,0,38
17478,17477,3,412,119
17489,17488,1,485,119
17492,17491,1,250,117
17496,17495,2,841,78
17504,17503,2,172,82
17523,17522,1,320,5
17524,17523,1,103,93
17525,17524,2,125,159
17526,17525,1,149,189
17532,17531,1,566,195
17539,17538,2,423,167
17545,17544,1,818,31
17551,17550,1,269,51
17565,17564,1,265,123
17572,17571,1,616,184
17577,17576,1,45,154
17590,17589,1,92,49
17603,17602,2,392,159
17609,17608,2,711,78
17618,17617,2,110,54
17627,17626,3,135,64
17632,17631,1,158,26
17634,17633,1,964,192
17638,17637,1,451,25
17648,17647,1,413,81
17652,17651,2,319,137
17657,17656,3,1477,177
17664,17663,2,190,169
17675,17674,69,0,182
17677,17676,2,137,138
17690,17689,1,128,92
17691,17690,2,49,107
17699,17698,2,734,132
17703,17702,2,727,132
17712,17711,1,135,23
17722,17721,2,1378,95
17723,17722,2,905,92
17728,17727,2,249,77
17733,17732,1,299,148
17740,17739,2,67,4
17744,17743,1,754,23
17747,17746,1,697,194
17752,17751,4,238,27
17758,17757,1,780,187
17762,17761,3,175,86
17768,17767,1,474,177
17770,17769,1,220,138
17775,17774,1,117,195
17794,17793,1,177,175
17796,17795,2,171,133
17800,17799,1,265,94
17802,17801,3,345,147
17806,17805,2,74,73
17808,17807,1,262,186
17817,17816,2,28,104
17818,17817,2,38,1
17819,17818,2,101,122
17828,17827,2,441,189
17829,17828,1,718,3
17830,17829,1,266,20
17833,17832,1,480,61
17842,17841,2,427,3
17852,17851,2,181,35
17864,17863,2,445,127
17866,17865,1,181,86
17872,17871,2,595,77
17879,17878,1,217,133
17888,17887,1,1276,137
17899,17898,1,607,167
17900,17899,2,111,121
17907,17906,1,41,154
17912,17911,3,650,131
17913,17912,2,1201,31
17923,17922,1,261,168
17936,17935,3,329,181
17956,17955,3,217,151
17959,17958,2,888,177
17960,17959,2,170,82
17963,17962,3,458,183
17971,17970,1,572,21
17992,17991,3,489,67
18000,17999,1,470,122
18006,18005,3,221,132
18008,18007,1,173,11
18009,18008,2,46,90
18014,18013,1,539,27
18024,18023,2,65,39
18028,18027,1,1208,192
18033,18032,3,363,161
18038,18037,2,36,136
18055,18054,1,129,99
18056,18055,2,626,122
18057,18056,1,202,107
18059,18058,3,417,51
18061,18060,2,753,25
18064,18063,1,376,17
18069,18068,5,141,93
18071,18070,1,887,137
18076,18075,1,291,144
18081,18080,2,599,171
18089,18088,1,317,110
18093,18092,1,488,24
18094,18093,2,30,26
18104,18103,1,216,34
18105,18104,1,352,87
18114,18113,1,281,116
18120,18119,2,417,178
18122,18121,5,64,57
18123,18122,2,909,69
18124,18123,1,587,161
18125,18124,2,585,92
18126,18125,1,148,92
18127,18126,3,296,135
18139,18138,1,57,19
18140,18139,3,57,50
18143,18142,1,43,68
18149,18148,1,175,65
18150,18149,2,479,184
18152,18151,2,105,4
18157,18156,2,792,172
18161,18160,1,372,17
18169,18168,1,994,31
18183,18182,2,194,91
18209,18208,1,395,7
18212,18211,1,557,49
18213,18212,1,1034,132
18219,18218,1,68,138
18220,18219,1,26,134
18221,18220,1,227,127
18223,18222,1,279,57
18224,18223,1,680,11
18231,18230,1,74,157
18233,18232,2,62,195
18243,18242,1,252,159
18244,18243,2,242,161
18247,18246,1,316,169
18249,18248,1,287,122
18251,18250,1,321,68
18253,18252,1,498,5
18256,18255,3,28,136
18258,18257,4,439,23
18262,18261,2,295,135
18266,18265,3,345,25
18268,18267,1,166,74
18270,18269,3,991,95
18272,18271,1,53,162
18278,18277,1,209,128
18280,18279,1,215,37
18282,18281,69,0,184
18289,18288,2,166,11
18296,18295,1,187,165
18300,18299,1,136,127
18307,18306,1,307,120
18309,18308,2,9,154
18310,18309,1,594,11
18311,18310,1,723,154
18334,18333,2,13,144
18340,18339,2,1300,137
18344,18343,1,253,161
18349,18348,1,355,65
18355,18354,1,428,79
18360,18359,3,359,55
18367,18366,2,666,55
18374,18373,1,30,13
18375,18374,2,761,79
18377,18376,5,748,195
18386,18385,3,19,42
18388,18387,2,38,194
18397,18396,188,0,182
18398,18397,1,621,161
18404,18403,1,507,127
18405,18404,1,270,88
18415,18414,1,329,97
18420,18419,1,279,77
18426,18425,2,236,113
18433,18432,1,336,132
18439,18438,1,722,25
18447,18446,1,257,126
18448,18447,1,80,101
18452,18451,181,0,111
18456,18455,2,49,1
18465,18464,2,146,48
18467,18466,1,482,70
18470,18469,3,184,97
18475,18474,1,253,67
18476,18475,1,217,64
18480,18479,1,1212,192
18488,18487,3,148,42
18492,18491,1,30,120
18503,18502,3,531,140
18512,18511,2,133,130
18531,18530,2,115,122
18532,18531,2,728,189
18534,18533,1,569,191
18535,18534,1,33,122
18537,18536,1,97,120
18557,18556,1,344,61
18562,18561,1,541,43
18563,18562,1,268,56
18564,18563,2,521,81
18569,18568,1,154,48
18583,18582,2,71,81
18594,18593,1,826,137
18600,18599,1,309,183
18601,18600,1,546,78
18603,18602,1,453,194
18611,18610,1,111,26
18612,18611,3,201,94
18621,18620,1,545,28
18627,18626,3,353,120
18630,18629,2,137,26
18631,18630,2,144,150
18632,18631,2,621,180
18633,18632,1,126,61
18636,18635,2,489,61
18652,18651,1,676,25
18654,18653,3,29,15
18667,18666,2,106,11
18671,18670,3,633,131
18680,18679,1,71,112
18693,18692,3,445,165
18702,18701,1,114,164
18703,18702,2,19,50
18709,18708,1,397,124
18715,18714,6,255,122
18722,18721,1,906,95
18724,18723,2,140,191
18729,18728,4,356,108
18747,18746,2,253,73
18755,18754,3,565,75
18773,18772,2,135,179
18778,18777,2,1529,177
18784,18783,4,418,144
18824,18823,2,722,16
18829,18828,2,429,181
18832,18831,2,678,195
18838,18837,1,734,5
18856,18855,1,167,90
18860,18859,1,1044,161
18862,18861,2,75,60
18869,18868,2,629,46
18870,18869,1,507,172
18874,18873,2,143,70
18879,18878,2,408,165
18881,18880,3,668,4
18882,18881,2,630,44
18890,18889,2,484,187
18895,18894,1,248,71
18899,18898,4,356,3
18917,18916,1,539,127
18918,18917,1,374,50
18922,18921,2,96,132
18926,18925,2,602,95
18927,18926,2,1006,31
18929,18928,1,247,65
18935,18934,4,167,177
18939,18938,2,8,60
18945,18944,3,589,69
18946,18945,2,374,99
18954,18953,3,133,73
18959,18958,1,639,184
18964,18963,1,100,149
18969,18968,2,474,128
18976,18975,1,76,56
18977,18976,4,64,178
18986,18985,1,952,161
18992,18991,1,39,5
18998,18997,1,189,14
19000,18999,1,129,35
19014,19013,3,240,90
19024,19023,1,157,174
19027,19026,2,32,14
19028,19027,1,137,120
19029,19028,3,931,3
19034,19033,1,482,185
19037,19036,2,374,152
19039,19038,2,294,116
19040,19039,1,304,20
19052,19051,1,95,177
19059,19058,1,278,56
19060,19059,2,211,110
19063,19062,2,430,126
19065,19064,1,293,144
19080,19079,2,975,95
19090,19089,5,706,10
19101,19100,2,1,90
19102,19101,1,4,150
19109,19108,2,502,164
19111,19110,3,306,42
19130,19129,1,942,16
19134,19133,1,422,169
19137,19136,4,440,195
19143,19142,2,162,58
19149,19148,2,140,180
19154,19153,1,222,142
19155,19154,3,504,180
19157,19156,2,849,79
19159,19158,1,57,128
19160,19159,1,328,168
19166,19165,2,48,167
19174,19173,2,515,127
19176,19175,2,149,135
19181,19180,1,287,103
19193,19192,2,408,133
19203,19202,2,484,185
19204,19203,1,186,136
19210,19209,2,313,26
19216,19215,2,642,192
19217,19216,2,306,39
19219,19218,2,197,50
19230,19229,2,1588,177
19234,19233,2,239,132
19235,19234,1,880,192
19237,19236,2,95,19
19242,19241,1,99,56
19243,19242,2,218,108
19251,19250,1,329,87
19258,19257,2,803,195
19261,19260,2,497,130
19265,19264,1,152,188
19267,19266,2,120,30
19283,19282,1,262,70
19286,19285,1,155,28
19288,19287,2,578,56
19290,19289,1,1031,192
19294,19293,3,25,24
19295,19294,1,221,154
19300,19299,2,1010,177
19304,19303,4,44,193
19306,19305,1,501,10
19308,19307,1,82,55
19310,19309,2,219,89
19318,19317,1,121,166
19321,19320,3,155,54
19330,19329,2,90,5
19332,19331,2,332,136
19337,19336,1,644,98
19338,19337,2,560,191
19339,19338,2,957,165
19342,19341,1,105,126
19343,19342,2,15,7
19344,19343,2,435,114
19351,19350,1,41,143
19357,19356,1,53,103
19373,19372,80,0,184
19381,19380,2,368,71
19388,19387,1,269,121
19389,19388,1,539,172
19391,19390,3,138,90
19402,19401,2,277,5
19406,19405,2,284,5
19407,19406,1,356,71
19411,19410,3,360,34
19413,19412,2,43,10
19420,19419,2,157,172
19434,19433,2,689,122
19439,19438,2,773,195
19440,19439,7,644,44
19446,19445,1,648,159
19449,19448,1,135,178
19458,19457,1,298,112
19464,19463,1,860,76
19468,19467,2,218,167
19474,19473,1,348,121
19479,19478,1,1264,137
19485,19484,1,97,155
19493,19492,3,112,6
19497,19496,2,56,66
19507,19506,1,1007,161
19508,19507,1,532,103
19513,19512,3,229,138
19515,19514,1,341,19
19530,19529,2,503,178
19537,19536,3,312,2
19538,19537,3,216,145
19545,19544,2,507,20
19550,19549,2,381,10
19555,19554,2,409,33
19560,19559,1,396,191
19566,19565,2,779,25
19575,19574,1,691,122
19584,19583,2,828,187
19591,19590,1,203,27
19593,19592,1,789,116
19596,19595,1,600,5
19601,19600,1,378,126
19606,19605,1,885,174
19607,19606,1,924,79
19610,19609,2,751,25
19613,19612,1,695,159
19617,19616,1,430,34
19619,19618,1,203,170
19627,19626,2,365,55
19633,19632,1,487,147
19637,19636,1,791,44
19649,19648,2,336,98
19651,19650,1,266,159
19662,19661,1,231,147
19664,19663,2,244,177
19672,19671,2,118,43
19677,19676,2,260,185
19680,19679,1,711,174
19681,19680,1,388,60
19684,19683,1,1088,161
19685,19684,4,9,69
19687,19686,1,546,27
19688,19687,1,750,80
19694,19693,3,508,122
19698,19697,2,896,165
19704,19703,3,743,27
19706,19705,1,242,140
19710,19709,2,86,192
19714,19713,2,239,174
19718,19717,1,445,23
19719,19718,1,504,61
19720,19719,1,331,84
19725,19724,4,221,63
19726,19725,2,374,76
19734,19733,1,191,113
19738,19737,1,485,195
19743,19742,2,20,165
19761,19760,1,965,79
19764,19763,1,539,98
19769,19768,2,327,64
19774,19773,1,84,130
19781,19780,2,322,177
19785,19784,2,9,143
19788,19787,4,721,122
19789,19788,4,87,60
19800,19799,114,0,111
19802,19801,2,1178,177
19803,19802,1,225,30
19808,19807,1,48,18
19810,19809,1,580,116
19811,19810,3,82,122
19814,19813,1,504,137
19818,19817,1,333,104
19824,19823,2,488,184
19827,19826,1,163,174
19828,19827,2,588,116
19829,19828,1,512,154
19852,19851,1,10,72
19855,19854,1,218,189
19858,19857,3,534,120
19859,19858,3,416,32
19862,19861,1,146,113
19868,19867,2,326,122
19872,19871,1,1055,10
19874,19873,1,173,108
19876,19875,1,262,185
19881,19880,1,360,112
19884,19883,2,91,92
19907,19906,3,94,180
19918,19917,1,721,28
19919,19918,5,177,94
19928,19927,2,75,132
19936,19935,1,291,41
19943,19942,3,109,112
19953,19952,2,154,185
19957,19956,4,296,154
19960,19959,3,587,18
19964,19963,139,0,111
19968,19967,2,308,41
19970,19969,1,334,135
19972,19971,1,275,148
19980,19979,2,261,44
19987,19986,1,1367,75
19989,19988,3,806,161
20005,20004,1,381,111
20010,20009,2,419,150
20015,20014,2,393,81
20016,20015,1,137,155
20022,20021,1,115,102
20029,20028,1,217,126
20030,20029,1,338,84
20035,20034,1,135,81
20036,20035,1,1445,177
20038,20037,4,439,178
20042,20041,2,412,17
20044,20043,2,7,189
20045,20044,2,606,171
20046,20045,1,15,178
20050,20049,2,235,122
20064,20063,2,20,133
20069,20068,3,479,178
20083,20082,1,602,107
20091,20090,2,539,20
20099,20098,2,527,81
20101,20100,1,1035,137
20103,20102,1,173,167
20106,20105,3,837,192
20119,20118,1,1037,31
20120,20119,1,0,37
20123,20122,1,393,112
20131,20130,3,562,3
20132,20131,1,409,131
20135,20134,1,785,23
20137,20136,2,159,55
20141,20140,4,112,89
20143,20142,1,715,75
20148,20147,2,449,189
20153,20152,1,516,79
20154,20153,3,434,120
20164,20163,1,108,24
20173,20172,2,581,132
20183,20182,1,472,192
20186,20185,2,447,24
20189,20188,2,194,178
20194,20193,2,388,27
20199,20198,2,383,100
20211,20210,1,181,107
20212,20211,1,933,187
20217,20216,1,159,130
20219,20218,1,134,26
20226,20225,1,436,120
20228,20227,2,251,171
20232,20231,1,600,21
20234,20233,1,1164,137
20237,20236,3,485,128
20240,20239,1,346,27
20256,20255,2,177,126
20258,20257,1,206,5
20262,20261,2,212,168
20263,20262,3,272,145
20268,20267,1,97,88
20284,20283,1,386,130
20285,20284,2,76,1
20290,20289,2,323,37
20296,20295,1,275,19
20313,20312,1,87,135
20314,20313,1,25,68
20319,20318,1,3,129
20327,20326,2,861,192
20329,20328,1,116,151
20333,20332,4,802,174
20335,20334,1,545,167
20337,20336,2,548,124
20340,20339,3,1301,192
20372,20371,1,601,66
20379,20378,1,59,120
20382,20381,1,470,136
20386,20385,3,700,157
20387,20386,2,574,3
20401,20400,1,360,94
20411,20410,2,307,147
20422,20421,1,174,179
20423,20422,1,174,7
