,p1,p2,edge_weight
6976,120801,17586,1
6977,120801,27323,1
6978,120801,27576,1
6979,120974,10288,1
6980,120974,74051,1
6981,120974,79821,1
6982,120974,112637,1
6983,120976,21072,1
6984,120976,28615,1
6985,120976,84652,1
6986,120976,100552,1
6987,120976,108845,1
6988,120976,116884,1
6989,121063,30311,1
6990,121063,31300,1
6991,121063,63727,1
6992,121063,91672,1
6993,121085,2207,1
6994,121085,30502,1
6995,121085,41852,1
6996,121085,43370,1
6997,121085,106338,1
6998,121085,113927,1
6999,121211,5635,1
7000,121211,20237,1
7001,121211,63887,1
7002,121211,79129,1
7003,121211,100437,1
7004,121211,118012,1
7005,121246,26033,1
7006,121246,79636,1
7007,121246,82011,1
7008,121246,85346,1
7009,121246,91129,1
7010,121246,102027,1
7011,121267,37592,1
7012,121267,60225,1
7013,121267,112779,1
7014,121332,25202,1
7015,121332,28615,1
7016,121332,46859,1
7017,121332,57014,1
7018,121332,67355,1
7019,121332,92152,1
7020,121332,120591,1
7021,121333,34275,1
7022,121333,35113,1
7023,121333,52718,1
7024,121333,84405,1
7025,121333,111934,1
7026,121359,17243,1
7027,121359,25987,1
7028,121359,68153,1
7029,121359,77352,1
7030,121378,18780,1
7031,121378,35458,1
7032,121378,52746,1
7033,121378,82973,1
7034,121378,83559,1
7035,121378,98886,1
7036,121378,113587,1
7037,121380,4192,1
7038,121380,47420,1
7039,121380,60327,1
7040,121380,113734,1
7041,121406,852,1
7042,121406,2588,1
7043,121406,5733,1
7044,121406,79868,1
7045,121406,87547,1
7046,121406,88067,1
7047,121462,36348,1
7048,121462,64413,1
7049,121462,95674,1
7050,121462,117721,1
7051,121583,1477,1
7052,121583,36835,1
7053,121583,41488,1
7054,121583,45173,1
7055,121583,45491,1
7056,121583,69709,1
7057,121583,119421,1
7058,121707,59814,1
7059,121707,112209,1
7060,121736,20117,1
7061,121736,42324,1
7062,121736,42686,1
7063,121736,50408,1
7064,121736,113708,1
7065,121773,2992,1
7066,121773,45161,1
7067,121773,52674,1
7068,121773,110500,1
7069,121787,24814,1
7070,121787,40727,1
7071,121787,52627,1
7072,121787,56894,1
7073,121787,88203,1
7074,121787,94604,1
7075,121835,7645,1
7076,121835,29284,1
7077,121835,57267,1
7078,121835,90916,1
7079,121839,3103,1
7080,121839,27323,1
7081,121839,65519,1
7082,121839,109962,1
7083,121882,5268,1
7084,121882,54804,1
7085,121882,58139,1
7086,121882,60026,1
7087,121882,85956,1
7088,121882,90791,1
7089,121908,10902,1
7090,121908,16881,1
7091,121908,20599,1
7092,121908,24814,1
7093,121908,70012,1
7094,121908,91530,1
7095,121985,22059,1
7096,121985,45639,1
7097,121985,45714,1
7098,121985,52647,1
7099,121985,61638,1
7100,121985,71032,1
7101,121985,84405,1
7102,121985,87863,1
7103,121985,110987,1
7104,121989,16409,1
7105,121989,63603,1
7106,121989,64376,1
7107,121989,84338,1
7108,121989,103825,1
7109,122035,2127,1
7110,122035,72841,1
7111,122035,72960,1
7112,122035,75205,1
7113,122035,89219,1
7114,122035,91289,1
7115,122058,37039,1
7116,122058,63242,1
7117,122058,67994,1
7118,122058,77873,1
7119,122058,103914,1
7120,122058,117383,1
7121,122066,27323,1
7122,122066,27576,1
7123,122066,113506,1
7124,122136,25987,1
7125,122136,107611,1
7126,122181,3479,1
7127,122181,6134,1
7128,122181,65511,1
7129,122181,78454,1
7130,122181,87051,1
7131,122182,24501,1
7132,122182,38439,1
7133,122182,58789,1
7134,122182,90403,1
7135,122182,114776,1
7136,122268,28165,1
7137,122268,44330,1
7138,122268,48950,1
7139,122268,56946,1
7140,122268,98025,1
7141,122391,31943,1
7142,122391,57923,1
7143,122391,61167,1
7144,122391,65443,1
7145,122391,68989,1
7146,122391,119767,1
7147,122395,3479,1
7148,122395,6134,1
7149,122395,20014,1
7150,122395,44134,1
7151,122395,86695,1
7152,122469,29100,1
7153,122469,57347,1
7154,122469,106643,1
7155,122469,116084,1
7156,122485,61784,1
7157,122485,73378,1
7158,122485,113949,1
7159,122493,21359,1
7160,122493,35076,1
7161,122493,36277,1
7162,122493,83445,1
7163,122493,85244,1
7164,122493,104059,1
7165,122668,38128,1
7166,122668,47977,1
7167,122668,48081,1
7168,122683,20979,1
7169,122683,66385,1
7170,122683,83022,1
7171,122683,91077,1
7172,122683,113506,1
7173,122683,115048,1
7174,122994,22630,1
7175,122994,47527,1
7176,122994,48437,1
7177,122994,113625,1
7178,123048,5696,1
7179,123048,22220,1
7180,123048,92326,1
7181,123048,111085,1
7182,123083,988,1
7183,123083,41145,1
7184,123083,113887,1
7185,123083,114698,1
7186,123150,37795,1
7187,123150,44412,1
7188,123150,73225,1
7189,123150,87658,1
7190,123150,109745,1
7191,123184,9601,1
7192,123184,54168,1
7193,123184,54712,1
7194,123184,82440,1
7195,123184,106515,1
7196,123231,42324,1
7197,123231,42686,1
7198,123231,113708,1
7199,123231,120508,1
7200,123231,121736,1
7201,123239,38128,1
7202,123239,41066,1
7203,123239,52612,1
7204,123239,106883,1
7205,123284,33417,1
7206,123284,49512,1
7207,123284,64236,1
7208,123310,24484,1
7209,123310,46332,1
7210,123322,44011,1
7211,123322,70117,1
7212,123322,73174,1
7213,123324,11078,1
7214,123324,13895,1
7215,123324,19113,1
7216,123324,43622,1
7217,123324,51100,1
7218,123324,79282,1
7219,123324,114925,1
7220,123324,119627,1
7221,123356,7741,1
7222,123356,16226,1
7223,123356,26959,1
7224,123356,50773,1
7225,123356,73854,1
7226,123356,87461,1
7227,123356,95493,1
7228,123356,105616,1
7229,123356,106440,1
7230,123458,19563,1
7231,123458,35259,1
7232,123458,36002,1
7233,123458,94482,1
7234,123458,116315,1
7235,123483,12032,1
7236,123483,32119,1
7237,123483,35189,1
7238,123483,91793,1
7239,123483,107157,1
7240,123483,116585,1
7241,123510,10846,1
7242,123510,29899,1
7243,123510,55691,1
7244,123510,61784,1
7245,123510,73378,1
7246,123510,84179,1
7247,123510,85438,1
7248,123510,122485,1
7249,123552,15709,1
7250,123552,65768,1
7251,123552,98713,1
7252,123552,101262,1
7253,123598,24265,1
7254,123598,37159,1
7255,123598,54029,1
7256,123598,71041,1
7257,123598,114477,1
7258,123653,19896,1
7259,123653,21646,1
7260,123653,35459,1
7261,123653,61095,1
7262,123653,79821,1
7263,123656,22204,1
7264,123656,29541,1
7265,123656,43622,1
7266,123656,79282,1
7267,123656,95443,1
7268,123666,56701,1
7269,123732,21452,1
7270,123732,45984,1
7271,123732,78861,1
7272,123732,91129,1
7273,123732,99852,1
7274,123732,107601,1
7275,123732,117865,1
7276,123758,25005,1
7277,123758,59246,1
7278,123758,115040,1
7279,123798,55321,1
7280,123798,83047,1
7281,123798,107107,1
7282,123886,23711,1
7283,123886,46859,1
7284,123886,100633,1
7285,123894,8955,1
7286,123894,54455,1
7287,123894,63226,1
7288,123894,84853,1
7289,123962,12528,1
7290,123962,77255,1
7291,123999,21646,1
7292,123999,29242,1
7293,123999,29284,1
7294,123999,41995,1
7295,123999,102920,1
7296,123999,112965,1
7297,124080,15274,1
7298,124080,36406,1
7299,124080,43370,1
7300,124103,21192,1
7301,124103,52611,1
7302,124103,98336,1
7303,124103,121380,1
7304,124170,10288,1
7305,124170,33912,1
7306,124170,36232,1
7307,124170,83022,1
7308,124199,45639,1
7309,124199,72722,1
7310,124199,116685,1
7311,124209,9421,1
7312,124209,15675,1
7313,124209,36860,1
7314,124209,53371,1
7315,124209,60936,1
7316,124220,10933,1
7317,124220,13275,1
7318,124220,36184,1
7319,124220,102505,1
7320,124246,11635,1
7321,124246,63217,1
7322,124246,96538,1
7323,124246,97496,1
7324,124278,13233,1
7325,124278,18268,1
7326,124278,18770,1
7327,124278,20098,1
7328,124278,41096,1
7329,124278,53825,1
7330,124278,65418,1
7331,124278,65659,1
7332,124278,88702,1
7333,124465,6137,1
7334,124465,48370,1
7335,124465,59922,1
7336,124465,115743,1
7337,124474,40410,1
7338,124474,43595,1
7339,124474,43802,1
7340,124474,63501,1
7341,124477,38128,1
7342,124477,41066,1
7343,124477,53371,1
7344,124477,58848,1
7345,124477,123239,1
7346,124509,3654,1
7347,124509,10867,1
7348,124509,29212,1
7349,124509,58423,1
7350,124509,111018,1
7351,124537,26240,1
7352,124537,42764,1
7353,124537,56571,1
7354,124537,79014,1
7355,124537,103386,1
7356,124537,110861,1
7357,124537,123732,1
7358,124540,13297,1
7359,124540,26814,1
7360,124540,27712,1
7361,124540,45397,1
7362,124540,65903,1
7363,124540,113389,1
7364,124543,985,1
7365,124543,57014,1
7366,124543,108845,1
7367,124543,123886,1
7368,124589,104820,1
7369,124589,121707,1
7370,124610,15333,1
7371,124610,19160,1
7372,124610,60137,1
7373,124610,82973,1
7374,124610,84710,1
7375,124610,91798,1
7376,124610,98886,1
7377,124635,4046,1
7378,124635,8933,1
7379,124635,56884,1
7380,124635,75203,1
7381,124635,90735,1
7382,124641,21556,1
7383,124641,58227,1
7384,124641,68295,1
7385,124641,77557,1
7386,124644,13295,1
7387,124644,20763,1
7388,124644,28883,1
7389,124644,56951,1
7390,124644,68096,1
7391,124644,70231,1
7392,124644,105304,1
7393,124644,116177,1
7394,124700,5362,1
7395,124700,49173,1
7396,124700,83742,1
7397,124700,85446,1
7398,124700,106352,1
7399,124700,114764,1
7400,124700,124103,1
7401,124721,2244,1
7402,124721,17094,1
7403,124721,77171,1
7404,124721,81117,1
7405,124721,101185,1
7406,124721,101965,1
7407,124814,48960,1
7408,124814,73708,1
7409,124814,76700,1
7410,124814,90916,1
7411,124814,101262,1
7412,124974,24521,1
7413,124974,35170,1
7414,124974,46128,1
7415,124974,77557,1
7416,124974,112435,1
7417,124974,112591,1
7418,124974,124641,1
7419,124979,3504,1
7420,124979,6420,1
7421,124979,44527,1
7422,124979,52102,1
7423,124979,67960,1
7424,124979,73034,1
7425,124979,83364,1
7426,124980,28655,1
7427,124980,32661,1
7428,124980,33845,1
7429,124980,94514,1
7430,124980,116773,1
7431,124983,30378,1
7432,124983,37039,1
7433,124983,45647,1
7434,124983,74689,1
7435,124983,116066,1
7436,125054,21359,1
7437,125054,71841,1
7438,125054,116121,1
7439,125054,118487,1
7440,125058,10770,1
7441,125058,37159,1
7442,125058,50169,1
7443,125058,63076,1
7444,125058,102027,1
7445,125156,12369,1
7446,125156,22606,1
7447,125156,34221,1
7448,125156,46005,1
7449,125156,99961,1
7450,125210,4451,1
7451,125210,42614,1
7452,125210,43751,1
7453,125210,50447,1
7454,125210,82239,1
7455,125210,96863,1
7456,125241,21987,1
7457,125241,28896,1
7458,125241,56349,1
7459,125241,57342,1
7460,125241,90186,1
7461,125241,108145,1
7462,125246,11634,1
7463,125246,62098,1
7464,125246,64192,1
7465,125246,116350,1
7466,125257,556,1
7467,125257,3791,1
7468,125257,13879,1
7469,125257,49267,1
7470,125257,58875,1
7471,125257,72898,1
7472,125257,78164,1
7473,125284,10785,1
7474,125284,15060,1
7475,125284,48860,1
7476,125284,78894,1
7477,125284,107601,1
7478,125284,110171,1
7479,125291,988,1
7480,125291,22444,1
7481,125291,35052,1
7482,125291,64726,1
7483,125291,66486,1
7484,125291,95582,1
7485,125291,114780,1
7486,125291,123083,1
7487,125299,10309,1
7488,125299,21394,1
7489,125299,29638,1
7490,125299,47180,1
7491,125299,73033,1
7492,125299,98696,1
7493,125299,99852,1
7494,125319,1715,1
7495,125319,45353,1
7496,125319,46067,1
7497,125319,96265,1
7498,125319,117235,1
7499,125336,10770,1
7500,125336,27579,1
7501,125336,42764,1
7502,125336,46373,1
7503,125336,57442,1
7504,125336,81171,1
7505,125336,107778,1
7506,125336,111215,1
7507,125336,117865,1
7508,125437,18307,1
7509,125437,27167,1
7510,125437,47919,1
7511,125437,70324,1
7512,125437,87465,1
7513,125499,2673,1
7514,125499,12032,1
7515,125499,18769,1
7516,125499,33722,1
7517,125499,57002,1
7518,125499,59679,1
7519,125499,59961,1
7520,125510,45974,1
7521,125510,76135,1
7522,125510,77488,1
7523,125510,94867,1
7524,125510,111345,1
7525,125521,12252,1
7526,125521,36830,1
7527,125521,40024,1
7528,125521,82716,1
7529,125521,85853,1
7530,125521,99596,1
7531,125645,2673,1
7532,125645,22250,1
7533,125645,27366,1
7534,125645,35164,1
7535,125645,82064,1
7536,125645,92817,1
7537,125645,123552,1
7538,125688,29936,1
7539,125688,31478,1
7540,125688,47496,1
7541,125688,49521,1
7542,125688,50191,1
7543,125688,63063,1
7544,125688,79122,1
7545,125688,86377,1
7546,125706,11377,1
7547,125706,63670,1
7548,125706,66864,1
7549,125730,12236,1
7550,125730,28678,1
7551,125730,40796,1
7552,125730,67966,1
7553,125730,99637,1
7554,125730,111150,1
7555,125779,42686,1
7556,125779,50408,1
7557,125779,113708,1
7558,125779,120508,1
7559,125779,123231,1
7560,125883,4618,1
7561,125883,8378,1
7562,125883,66336,1
7563,125883,67226,1
7564,125883,113935,1
7565,125964,74678,1
7566,125964,88137,1
7567,125964,90617,1
7568,125964,100989,1
7569,125969,11377,1
7570,125969,28184,1
7571,125969,46994,1
7572,125969,53590,1
7573,125969,58075,1
7574,125969,108422,1
7575,125969,111876,1
7576,126022,3506,1
7577,126022,13082,1
7578,126022,15711,1
7579,126022,37608,1
7580,126022,48034,1
7581,126022,51355,1
7582,126022,86733,1
7583,126022,107326,1
7584,126022,119243,1
7585,126022,119947,1
7586,126058,42527,1
7587,126058,56558,1
7588,126058,91715,1
7589,126112,5139,1
7590,126112,21646,1
7591,126112,25709,1
7592,126112,38439,1
7593,126112,65519,1
7594,126112,70592,1
7595,126112,90957,1
7596,126112,98310,1
7597,126112,116945,1
7598,126122,13297,1
7599,126122,23273,1
7600,126122,61947,1
7601,126122,65903,1
7602,126122,94694,1
7603,126122,113389,1
7604,126122,124540,1
7605,126134,35984,1
7606,126134,60026,1
7607,126134,76780,1
7608,126134,78093,1
7609,126134,95469,1
7610,126136,503,1
7611,126136,9519,1
7612,126136,42761,1
7613,126136,50875,1
7614,126136,62523,1
7615,126136,65659,1
7616,126136,69844,1
7617,126136,79480,1
7618,126307,1867,1
7619,126307,20669,1
7620,126307,25224,1
7621,126307,32169,1
7622,126307,103833,1
7623,126335,4622,1
7624,126335,11949,1
7625,126335,88391,1
7626,126335,99944,1
7627,126335,110238,1
7628,126343,68976,1
7629,126343,69565,1
7630,126343,86998,1
7631,126369,2084,1
7632,126369,12329,1
7633,126369,13458,1
7634,126369,31943,1
7635,126369,32747,1
7636,126369,84848,1
7637,126369,100268,1
7638,126369,103002,1
7639,126409,2103,1
7640,126409,24859,1
7641,126409,66921,1
7642,126409,67328,1
7643,126409,68645,1
7644,126409,120149,1
7645,126489,22444,1
7646,126489,69395,1
7647,126489,82219,1
7648,126489,88786,1
7649,126489,98995,1
7650,126489,113887,1
7651,126489,120212,1
7652,126516,887,1
7653,126516,1252,1
7654,126516,11781,1
7655,126516,36129,1
7656,126516,36348,1
7657,126516,64413,1
7658,126516,104172,1
7659,126516,121462,1
7660,126535,2673,1
7661,126535,18570,1
7662,126535,35044,1
7663,126535,96965,1
7664,126535,101515,1
7665,126552,22019,1
7666,126552,75323,1
7667,126552,78093,1
7668,126552,88732,1
7669,126552,91254,1
7670,126552,100652,1
7671,126552,101630,1
7672,126557,1997,1
7673,126557,11909,1
7674,126557,24543,1
7675,126557,50257,1
7676,126557,82101,1
7677,126591,29289,1
7678,126591,38492,1
7679,126591,70347,1
7680,126591,82577,1
7681,126612,30244,1
7682,126612,47456,1
7683,126612,71555,1
7684,126612,94546,1
7685,126612,98957,1
7686,126612,119597,1
7687,126613,1252,1
7688,126613,55277,1
7689,126613,59230,1
7690,126613,98554,1
7691,126613,110676,1
7692,126630,103,1
7693,126630,34122,1
7694,126630,52115,1
7695,126630,57003,1
7696,126630,66835,1
7697,126630,75234,1
7698,126630,112404,1
7699,126660,4622,1
7700,126660,47645,1
7701,126660,99944,1
7702,126702,45742,1
7703,126702,84045,1
7704,126714,7040,1
7705,126714,16226,1
7706,126714,16251,1
7707,126714,73529,1
7708,126714,112586,1
7709,126714,113023,1
7710,126714,118488,1
7711,126729,8416,1
7712,126729,29284,1
7713,126729,43622,1
7714,126729,59479,1
7715,126729,68422,1
7716,126729,98485,1
7717,126729,112965,1
7718,126749,14967,1
7719,126749,47420,1
7720,126749,60388,1
7721,126749,77263,1
7722,126749,90569,1
7723,126749,109020,1
7724,126749,117335,1
7725,126786,2584,1
7726,126786,5272,1
7727,126786,62322,1
7728,126786,70494,1
7729,126799,2945,1
7730,126799,40574,1
7731,126799,93926,1
7732,126875,22879,1
7733,126875,24867,1
7734,126875,80824,1
7735,126892,12236,1
7736,126892,19563,1
7737,126892,35259,1
7738,126892,36002,1
7739,126892,82716,1
7740,126892,116315,1
7741,126892,123458,1
7742,126926,8416,1
7743,126926,26939,1
7744,126926,53770,1
7745,126926,68422,1
7746,126926,82706,1
7747,126926,98485,1
7748,127078,1867,1
7749,127078,32169,1
7750,127078,49080,1
7751,127078,56946,1
7752,127078,64972,1
7753,127078,95025,1
7754,127078,126307,1
7755,127083,29638,1
7756,127083,45974,1
7757,127083,57913,1
7758,127083,62153,1
7759,127083,71031,1
7760,127083,93490,1
7761,127083,99852,1
7762,127165,16342,1
7763,127165,37067,1
7764,127165,72201,1
7765,127165,82573,1
7766,127165,101008,1
7767,127194,32119,1
7768,127201,30378,1
7769,127201,37039,1
7770,127201,45647,1
7771,127201,60332,1
7772,127201,74689,1
7773,127202,16163,1
7774,127202,24265,1
7775,127202,25755,1
7776,127202,30003,1
7777,127202,104992,1
7778,127209,20849,1
7779,127209,51813,1
7780,127209,52545,1
7781,127209,106440,1
7782,127209,107326,1
7783,127234,15048,1
7784,127234,46167,1
7785,127234,47757,1
7786,127234,105028,1
7787,127360,4673,1
7788,127360,31001,1
7789,127360,43070,1
7790,127360,44234,1
7791,127360,54110,1
7792,127360,54559,1
7793,127360,68309,1
7794,127362,9065,1
7795,127362,16804,1
7796,127362,29284,1
7797,127362,68461,1
7798,127362,83175,1
7799,127417,46433,1
7800,127417,47180,1
7801,127417,63925,1
7802,127417,70215,1
7803,127417,71378,1
7804,127417,78041,1
7805,127417,103955,1
7806,127417,118881,1
7807,127431,24682,1
7808,127431,37065,1
7809,127431,48657,1
7810,127431,54901,1
7811,127431,63505,1
7812,127431,76584,1
7813,127431,77811,1
7814,127431,124644,1
7815,127439,29903,1
7816,127439,31077,1
7817,127439,82494,1
7818,127439,98812,1
7819,127439,124220,1
7820,127516,51264,1
7821,127516,68736,1
7822,127516,82070,1
7823,127516,90435,1
7824,127516,96126,1
7825,127535,9781,1
7826,127535,14666,1
7827,127535,121835,1
7828,127563,17569,1
7829,127563,26292,1
7830,127563,45195,1
7831,127563,68679,1
7832,127563,81937,1
7833,127563,117507,1
7834,127563,119469,1
7835,127614,9008,1
7836,127614,95704,1
7837,127620,10917,1
7838,127620,36938,1
7839,127620,67650,1
7840,127620,117260,1
7841,127628,56097,1
7842,127628,70065,1
7843,127628,70632,1
7844,127628,73740,1
7845,127628,75488,1
7846,127628,107234,1
7847,127628,126660,1
7848,127656,9383,1
7849,127656,63016,1
7850,127656,118958,1
7851,127675,39742,1
7852,127675,47904,1
7853,127675,63076,1
7854,127675,70693,1
7855,127675,74222,1
7856,127675,95634,1
7857,127675,111817,1
7858,127675,125058,1
7859,127680,75506,1
7860,127680,96927,1
7861,127682,10846,1
7862,127682,61784,1
7863,127682,73378,1
7864,127682,87261,1
7865,127682,113949,1
7866,127682,123510,1
7867,127734,3090,1
7868,127734,6279,1
7869,127734,59816,1
7870,127734,61147,1
7871,127734,64540,1
7872,127734,84360,1
7873,127759,34275,1
7874,127759,52718,1
7875,127759,62578,1
7876,127759,111934,1
7877,127759,121333,1
7878,127759,123184,1
7879,127780,5314,1
7880,127780,16096,1
7881,127780,35075,1
7882,127780,45714,1
7883,127780,57913,1
7884,127780,66888,1
7885,127780,67634,1
7886,127780,119211,1
7887,127863,6890,1
7888,127863,18168,1
7889,127863,77632,1
7890,127865,31001,1
7891,127865,44353,1
7892,127865,49048,1
7893,127865,106172,1
7894,127865,115014,1
7895,127865,119033,1
7896,127879,30603,1
7897,127879,34005,1
7898,127879,47745,1
7899,127879,71836,1
7900,127879,110578,1
7901,128005,10715,1
7902,128005,35458,1
7903,128005,55656,1
7904,128005,58858,1
7905,128020,5733,1
7906,128020,35925,1
7907,128020,46167,1
7908,128020,47757,1
7909,128020,105479,1
7910,128020,127234,1
7911,128033,23685,1
7912,128033,34339,1
7913,128033,36854,1
7914,128033,59814,1
7915,128033,97045,1
7916,128063,32687,1
7917,128063,66966,1
7918,128063,107735,1
7919,128101,10902,1
7920,128101,19097,1
7921,128101,24814,1
7922,128101,30367,1
7923,128101,33900,1
7924,128101,70012,1
7925,128161,538,1
7926,128161,87841,1
7927,128161,110416,1
7928,128243,50150,1
7929,128243,84983,1
7930,128243,107069,1
7931,128243,110416,1
7932,128243,116042,1
7933,128243,116998,1
7934,128287,22124,1
7935,128287,48494,1
7936,128287,63670,1
7937,128287,66864,1
7938,128287,71294,1
7939,128287,74854,1
7940,128287,108422,1
7941,128287,125706,1
7942,128320,13083,1
7943,128320,28585,1
7944,128320,45554,1
7945,128439,16058,1
7946,128439,49513,1
7947,128439,79791,1
7948,128439,89731,1
7949,128472,22304,1
7950,128472,32926,1
7951,128472,55711,1
7952,128472,66280,1
7953,128472,77210,1
7954,128472,116067,1
7955,128563,4336,1
7956,128563,38557,1
7957,128563,47543,1
7958,128563,69461,1
7959,128563,110171,1
7960,128575,35750,1
7961,128575,113927,1
7962,128575,115353,1
7963,128575,124080,1
7964,128581,10405,1
7965,128581,21755,1
7966,128581,26424,1
7967,128581,49360,1
7968,128581,60525,1
7969,128642,24860,1
7970,128642,25011,1
7971,128642,32037,1
7972,128642,56029,1
7973,128642,79206,1
7974,128642,90169,1
7975,128661,12236,1
7976,128661,28211,1
7977,128661,45614,1
7978,128661,56366,1
7979,128661,111150,1
7980,128661,125730,1
7981,128790,35075,1
7982,128790,60937,1
7983,128790,66888,1
7984,128790,78358,1
7985,128790,78703,1
7986,128790,90773,1
7987,128790,127780,1
7988,128898,10952,1
7989,128898,12054,1
7990,128898,96972,1
7991,128898,113023,1
7992,128910,15274,1
7993,128910,43370,1
7994,128910,61815,1
7995,128910,71028,1
7996,128910,124080,1
7997,128932,7099,1
7998,128932,47904,1
7999,128932,72722,1
8000,128932,101440,1
8001,129015,50827,1
8002,129015,58349,1
8003,129015,71815,1
8004,129015,78699,1
8005,129015,113625,1
8006,129127,10405,1
8007,129127,49360,1
8008,129127,60525,1
8009,129127,61219,1
8010,129127,105310,1
8011,129184,10917,1
8012,129184,67650,1
8013,129184,67994,1
8014,129184,98734,1
8015,129184,117383,1
8016,129184,122058,1
8017,129184,127201,1
8018,129209,5029,1
8019,129209,40382,1
8020,129209,70066,1
8021,129209,105875,1
8022,129223,2606,1
8023,129223,16130,1
8024,129223,40727,1
8025,129223,41123,1
8026,129223,78096,1
8027,129223,98717,1
8028,129223,120643,1
8029,129254,24916,1
8030,129254,29520,1
8031,129254,55234,1
8032,129254,90056,1
8033,129254,114873,1
8034,129264,5701,1
8035,129264,38409,1
8036,129264,66081,1
8037,129264,99774,1
8038,129264,107910,1
8039,129282,13606,1
8040,129282,14529,1
8041,129282,29549,1
8042,129282,32686,1
8043,129282,56609,1
8044,129282,79807,1
8045,129282,93382,1
8046,129282,101372,1
8047,129282,112310,1
8048,129319,26409,1
8049,129319,40842,1
8050,129319,41308,1
8051,129319,59689,1
8052,129319,73896,1
8053,129319,102496,1
8054,129377,35739,1
8055,129377,54939,1
8056,129377,94997,1
8057,129377,96286,1
8058,129377,119469,1
8059,129414,20078,1
8060,129414,25389,1
8061,129414,42334,1
8062,129414,48355,1
8063,129414,48370,1
8064,129414,72847,1
8065,129414,104067,1
8066,129434,16226,1
8067,129434,16251,1
8068,129434,118488,1
8069,129434,126714,1
8070,129441,5731,1
8071,129441,16867,1
8072,129441,59961,1
8073,129441,103610,1
8074,129441,116221,1
8075,129460,34589,1
8076,129460,79429,1
8077,129460,82814,1
8078,129465,34589,1
8079,129465,52611,1
8080,129465,111818,1
8081,129465,124103,1
8082,129472,5983,1
8083,129472,10933,1
8084,129472,11084,1
8085,129472,23691,1
8086,129472,36184,1
8087,129472,37398,1
8088,129472,75176,1
8089,129472,105310,1
8090,129492,17020,1
8091,129492,31388,1
8092,129492,73694,1
8093,129492,83079,1
8094,129496,18519,1
8095,129496,23548,1
8096,129496,42574,1
8097,129496,107663,1
8098,129529,2606,1
8099,129529,30367,1
8100,129529,78096,1
8101,129529,98717,1
8102,129529,117226,1
8103,129529,129223,1
8104,129557,10068,1
8105,129557,24069,1
8106,129557,25389,1
8107,129557,30748,1
8108,129557,57761,1
8109,129557,72847,1
8110,129557,104067,1
8111,129681,1353,1
8112,129681,4192,1
8113,129681,47420,1
8114,129681,60327,1
8115,129681,69669,1
8116,129681,82230,1
8117,129681,89393,1
8118,129681,113734,1
8119,129703,10771,1
8120,129703,54455,1
8121,129703,63226,1
8122,129703,64653,1
8123,129703,66485,1
8124,129703,80534,1
8125,129703,84853,1
8126,129819,8043,1
8127,129819,18769,1
8128,129819,21646,1
8129,129819,26872,1
8130,129819,96430,1
8131,129819,98270,1
8132,129819,112965,1
8133,129873,4644,1
8134,129873,52197,1
8135,129873,61420,1
8136,129873,105971,1
8137,129873,120035,1
8138,130069,3103,1
8139,130069,77604,1
8140,130069,82706,1
8141,130069,121839,1
8142,130069,123653,1
8143,130069,126612,1
8144,130118,10788,1
8145,130118,27576,1
8146,130118,52272,1
8147,130118,65768,1
8148,130118,83531,1
8149,130201,9519,1
8150,130201,65438,1
8151,130201,76138,1
8152,130201,87040,1
8153,130267,37673,1
8154,130267,89448,1
8155,130267,100038,1
8156,130273,2162,1
8157,130273,67050,1
8158,130273,83184,1
8159,130292,8831,1
8160,130292,11670,1
8161,130292,49832,1
8162,130292,57342,1
8163,130292,78358,1
8164,130292,88650,1
8165,130307,9523,1
8166,130307,12088,1
8167,130307,20950,1
8168,130307,71838,1
8169,130354,27596,1
8170,130354,30311,1
8171,130354,31300,1
8172,130354,70888,1
8173,130354,81748,1
8174,130354,121063,1
8175,130389,27651,1
8176,130389,52040,1
8177,130389,52674,1
8178,130389,110500,1
8179,130389,121773,1
8180,130403,40736,1
8181,130403,58237,1
8182,130403,61420,1
8183,130403,80800,1
8184,130403,92440,1
8185,130403,94809,1
8186,130403,107021,1
8187,130443,6951,1
8188,130443,20489,1
8189,130443,66952,1
8190,130443,124209,1
8191,130485,3506,1
8192,130485,20062,1
8193,130485,36184,1
8194,130485,60525,1
8195,130485,63138,1
8196,130485,82848,1
8197,130485,122485,1
8198,130485,128581,1
8199,130504,20506,1
8200,130504,42814,1
8201,130504,57211,1
8202,130504,63225,1
8203,130504,107934,1
8204,130530,16058,1
8205,130530,17586,1
8206,130530,27323,1
8207,130530,27576,1
8208,130530,72141,1
8209,130530,120801,1
8210,130530,122066,1
8211,130664,15333,1
8212,130664,32113,1
8213,130664,35416,1
8214,130664,63273,1
8215,130718,75934,1
8216,130718,84668,1
8217,130718,117507,1
8218,130718,118413,1
8219,130718,127563,1
8220,130805,9512,1
8221,130805,23535,1
8222,130805,84061,1
8223,130805,107322,1
8224,130837,3732,1
8225,130837,24484,1
8226,130837,53507,1
8227,130837,85640,1
8228,130837,123310,1
8229,130837,124477,1
8230,130848,2606,1
8231,130848,29903,1
8232,130848,31077,1
8233,130848,37608,1
8234,130848,98812,1
8235,130848,117226,1
8236,130848,127439,1
8237,130848,129529,1
8238,130857,25202,1
8239,130857,28615,1
8240,130857,47608,1
8241,130857,99784,1
8242,130857,114672,1
8243,130857,120591,1
8244,130881,15675,1
8245,130881,41014,1
8246,130881,65332,1
8247,130881,84630,1
